OBJECTID,COUNTYFP,GEOID,CZ,POPe,HHe,CHILDe,CHILDi,CHILDz,CHILDp,CHILDq,SPHWCe,SPHWCi,SPHWCz,SPHWCp,SPHWCq,ELDERHHe,ELDERHHi,ELDERHHz,ELDERHHp,ELDERHHq,ELDERHHPVe,ELDERHHPVi,ELDERHHPVz,ELDERHHPVp,ELDERHHPVq,PTDe,PTDi,PTDz,PTDp,PTDq,HUNOVELe,HUNOVELi,HUNOVELz,HUNOVELp,HUNOVELq,VACHUe,VACHUi,VACHUz,VACHUp,VACHUq,RENTERe,RENTERi,RENTERz,RENTERp,RENTERq,NONWHITEe,NONWHITEi,NONWHITEz,NONWHITEp,NONWHITEq,GQe,GQi,GQz,GQp,GQq,YEAR20e,YEAR20i,YEAR20z,YEAR20p,YEAR20q,MOBILEe,MOBILEi,MOBILEz,MOBILEp,MOBILEq,POPVe,POPVi,POPVz,POPVp,POPVq,NOHSe,NOHSi,NOHSz,NOHSp,NOHSq,UNEMPe,UNEMPi,UNEMPz,UNEMPp,UNEMPq,SPENWe,SPENWi,SPENWz,SPENWp,SPENWq,RENTBURDN30e,RENTBURDN30i,RENTBURDN30z,RENTBURDN30p,RENTBURDN30q,NOINTNETe,NOINTNETi,NOINTNETz,NOINTNETp,NOINTNETq,MEDHVALe,MEDHVALz,MEDHVALp,MEDHVALq,CHILDCAREr,ELDERCAREr,TRANSNEEDr,SHELTNEEDr,CIVICCAPr,SVIr,CHILDCAREp,ELDERCAREp,TRANSNEEDp,SHELTNEEDp,CIVICCAPp,SVIp,CHILDCAREq,ELDERCAREq,TRANSNEEDq,SHELTNEEDq,CIVICCAPq,SVIq,CHILDCAREc,ELDERCAREc,TRANSNEEDc,SHELTNEEDc,CIVICCAPc,SVIc,Shape__Area,Shape__Length
4420,48309,48309003801,283,6104,2235,174,2.851,-1.127,0.107,1,316,14.139,0.25,0.649,4,600,26.846,0.412,0.676,3,64,2.864,-0.015,0.642,3,4,0.128,-0.412,0.55,4,18,0.805,-0.737,0.22,1,230,9.331,-0.177,0.519,3,760,12.451,0.16,-0.951,1,918,15.039,-1.495,0.065,1,0,0,-0.226,0,1,1801,73.063,0.109,0.429,2,294,11.927,0.371,0.773,5,375,6.146,-0.721,0.266,2,256,6.025,-0.744,0.269,2,19,0.588,-1.091,0.071,1,0,0,-0.802,0,1,62,21.16,-1.017,0.152,1,183,8.188,-0.447,0.421,2,197600,0.017,0.644,5,0.378,0.659,0.385,0.157,0.19,0.353,0.322,0.699,0.486,0.177,0.08,0.244,2,4,3,1,1,1,2,3,3,1,1,1,187829939.167969,70602.3478018762
4421,48309,48309001000,283,2331,864,255,10.94,1.221,0.892,5,174,20.139,0.985,0.839,5,205,23.727,0.149,0.582,2,55,6.366,0.923,0.868,5,5,0.617,-0.244,0.63,4,98,11.343,0.935,0.855,5,147,14.54,0.379,0.743,4,961,41.227,0.655,0.21,4,1912,82.025,0.886,0.733,5,0,0,-0.226,0,1,888,87.834,0.668,0.678,4,16,1.583,-0.468,0.555,3,921,39.715,2.014,0.956,5,443,33.333,1.197,0.861,5,115,11.831,1.466,0.926,5,211,10.164,0.358,0.756,5,280,62.361,1.069,0.878,5,209,24.19,0.931,0.825,4,77700,-0.708,0.155,1,0.866,0.725,0.743,0.554,0.842,0.844,0.933,0.778,0.832,0.742,0.937,0.97,5,4,5,4,5,5,5,4,5,4,5,5,1776546.125,5426.68194771106
4422,48309,48309004102,283,5690,1896,377,6.626,-0.031,0.53,3,120,6.329,-0.707,0.268,1,476,25.105,0.265,0.625,3,27,1.424,-0.401,0.453,2,20,0.791,-0.184,0.659,4,25,1.319,-0.656,0.285,2,30,1.558,-1.005,0.106,1,378,6.643,0.074,-1.186,1,619,10.879,-1.643,0.036,1,0,0,-0.226,0,1,1163,60.384,-0.371,0.282,1,212,11.007,0.296,0.762,5,180,3.177,-0.962,0.138,1,179,4.808,-0.831,0.225,1,162,6.018,0.144,0.653,4,6,0.113,-0.789,0.105,1,20,15.748,-1.291,0.105,1,182,9.599,-0.326,0.462,2,234900,0.242,0.726,5,0.399,0.539,0.472,0.02,0.361,0.378,0.351,0.553,0.615,0.07,0.303,0.286,2,3,4,1,2,2,2,2,4,1,2,2,189623394.542969,94142.4593198709
4423,48309,48309003500,283,4579,1528,290,6.333,-0.116,0.494,3,90,5.89,-0.761,0.245,1,493,32.264,0.869,0.817,5,23,1.505,-0.379,0.466,2,0,0,-0.456,0,1,18,1.178,-0.678,0.266,1,299,16.366,0.573,0.794,5,520,11.484,0.143,-0.99,1,759,16.576,-1.441,0.076,1,51,1.114,-0.106,0.799,4,1342,73.454,0.124,0.433,2,611,33.443,2.114,0.947,5,234,5.174,-0.8,0.223,2,442,15.034,-0.104,0.567,4,253,10.995,1.276,0.91,5,120,2.798,-0.483,0.442,3,28,13.146,-1.422,0.09,1,410,26.832,1.158,0.864,5,127900,-0.405,0.383,3,0.37,0.642,0.133,0.326,0.696,0.467,0.313,0.679,0.166,0.396,0.782,0.449,2,4,1,2,5,2,2,3,1,2,5,2,385102963.8125,104176.789187272
4424,48309,48309003802,283,6430,2285,410,6.376,-0.103,0.498,3,259,11.335,-0.094,0.526,3,721,31.554,0.809,0.799,4,40,1.751,-0.313,0.503,3,0,0,-0.456,0,1,59,2.582,-0.455,0.422,2,262,10.287,-0.075,0.564,3,1373,21.353,0.33,-0.592,2,1872,29.114,-0.995,0.204,2,0,0,-0.226,0,1,1977,77.621,0.281,0.494,3,629,24.696,1.405,0.896,5,864,13.551,-0.117,0.559,3,586,13.509,-0.212,0.529,3,194,6.131,0.17,0.662,4,313,5.199,-0.209,0.601,4,220,46.809,0.282,0.602,3,291,12.735,-0.056,0.561,3,138200,-0.343,0.422,3,0.512,0.651,0.211,0.304,0.588,0.493,0.514,0.689,0.259,0.362,0.639,0.499,3,4,2,2,4,3,3,3,2,2,4,2,294425709.003906,82113.3493507422
4425,48309,48309002302,283,4639,2214,148,3.19,-1.028,0.129,1,260,11.743,-0.044,0.546,3,362,16.35,-0.473,0.339,1,33,1.491,-0.383,0.464,2,31,1.099,-0.078,0.702,5,432,19.512,2.231,0.963,5,483,17.909,0.738,0.828,5,4034,90.692,0.95,2.206,5,2679,57.75,0.023,0.512,4,191,4.117,0.218,0.921,5,2602,96.478,0.995,0.877,5,31,1.149,-0.503,0.526,2,1199,26.956,0.975,0.837,4,460,14.141,-0.167,0.544,3,102,3.475,-0.435,0.384,3,347,7.727,0.079,0.699,5,905,45.5,0.216,0.575,3,312,14.092,0.061,0.602,3,108800,-0.52,0.296,3,0.338,0.402,0.833,0.958,0.557,0.629,0.271,0.381,0.9,0.997,0.595,0.725,1,2,5,5,3,4,2,1,5,5,3,4,6493510.796875,12157.7900208942
4426,48309,48309001800,283,3362,601,72,2.142,-1.332,0.073,1,73,12.146,0.006,0.565,3,225,37.438,1.305,0.906,5,24,3.993,0.287,0.744,4,0,0,-0.456,0,1,0,0,-0.865,0,1,90,13.025,0.217,0.689,4,176,9.816,0.117,-1.058,1,2055,61.124,0.143,0.541,4,1569,46.669,4.81,0.989,5,631,91.317,0.8,0.75,4,8,1.158,-0.502,0.527,3,348,19.409,0.36,0.714,3,785,31.743,1.084,0.846,5,23,2.864,-0.574,0.305,2,261,7.933,0.103,0.704,5,22,40,-0.063,0.45,3,172,28.619,1.312,0.886,5,117500,-0.468,0.34,3,0.319,0.825,0,0.45,0.685,0.498,0.246,0.889,0,0.589,0.767,0.507,1,5,1,3,4,3,2,5,1,3,4,3,49909817,43965.141098647
4427,48309,48309002900,283,4084,1620,372,9.109,0.689,0.782,4,233,14.383,0.28,0.658,4,501,30.926,0.756,0.785,4,9,0.556,-0.633,0.291,2,0,0,-0.456,0,1,0,0,-0.865,0,1,144,8.163,-0.301,0.457,2,723,17.725,0.258,-0.739,1,842,20.617,-1.297,0.116,1,5,0.122,-0.213,0.638,3,994,56.349,-0.523,0.248,1,182,10.317,0.24,0.751,5,49,1.204,-1.123,0.049,1,160,5.389,-0.789,0.247,2,43,1.915,-0.789,0.192,1,58,1.563,-0.624,0.318,3,69,20.721,-1.039,0.147,1,100,6.173,-0.621,0.345,1,228000,0.201,0.71,5,0.72,0.538,0,0.217,0.276,0.354,0.794,0.551,0,0.246,0.181,0.246,5,3,1,2,2,1,5,2,1,1,1,1,106864195.53125,58220.2706673115
4428,48309,48309003601,283,3105,997,128,4.122,-0.758,0.212,1,163,16.349,0.521,0.731,4,272,27.282,0.449,0.687,3,36,3.611,0.185,0.712,4,0,0,-0.456,0,1,68,6.82,0.217,0.717,4,235,19.075,0.862,0.851,5,799,28.866,0.473,-0.289,3,1419,45.7,-0.405,0.389,3,337,10.853,0.945,0.962,5,1082,87.825,0.668,0.677,4,119,9.659,0.187,0.744,4,490,17.709,0.222,0.672,3,263,14.019,-0.176,0.542,3,104,8.421,0.69,0.82,5,13,0.437,-0.752,0.154,2,101,35.689,-0.281,0.366,2,250,25.075,1.007,0.838,5,94000,-0.61,0.236,2,0.472,0.7,0.359,0.572,0.589,0.612,0.456,0.749,0.447,0.768,0.64,0.698,3,4,3,4,4,4,3,4,3,4,4,4,150133499.828125,59116.888586209
4429,48309,48309001700,283,6434,2144,473,7.352,0.18,0.617,3,367,17.118,0.615,0.754,4,606,28.265,0.531,0.717,4,86,4.011,0.292,0.745,5,22,0.999,-0.113,0.688,5,146,6.81,0.215,0.717,4,207,8.805,-0.233,0.493,2,2173,33.774,0.55,-0.091,3,4154,64.563,0.265,0.575,4,0,0,-0.226,0,1,2004,85.24,0.57,0.629,3,665,28.286,1.696,0.921,5,1346,21.005,0.49,0.744,4,969,25.487,0.639,0.767,4,128,5.421,0.008,0.6,4,653,10.955,0.448,0.774,5,403,55.433,0.719,0.775,4,492,22.948,0.824,0.806,4,81100,-0.688,0.169,2,0.686,0.731,0.703,0.467,0.737,0.757,0.752,0.786,0.801,0.615,0.831,0.898,4,5,4,3,5,5,4,4,5,3,5,5,31555407.828125,37765.1347358172
4430,48309,48309003701,283,2769,1047,133,4.803,-0.56,0.293,2,128,12.225,0.015,0.57,3,177,16.905,-0.427,0.356,2,33,3.152,0.062,0.67,4,0,0,-0.456,0,1,13,1.242,-0.668,0.274,2,141,11.869,0.094,0.64,3,897,32.394,0.529,-0.147,3,900,32.503,-0.874,0.24,2,0,0,-0.226,0,1,802,67.508,-0.101,0.354,2,191,16.077,0.707,0.814,5,311,11.231,-0.306,0.478,3,280,14.614,-0.134,0.556,3,45,2.746,-0.601,0.29,2,117,4.439,-0.296,0.559,3,103,34.564,-0.338,0.344,2,230,21.968,0.74,0.79,4,190600,-0.026,0.623,4,0.432,0.513,0.137,0.34,0.549,0.416,0.394,0.517,0.171,0.416,0.584,0.356,2,2,1,2,3,2,3,2,1,2,3,2,183395095.058594,77765.8421450874
4431,48201,48201520200,9,3102,1301,165,5.319,-0.41,0.362,2,73,5.611,-0.795,0.231,2,361,27.748,0.488,0.7,5,77,5.919,0.803,0.85,5,17,1.165,-0.056,0.712,3,130,9.992,0.72,0.826,4,101,7.204,-0.403,0.402,3,1056,34.043,0.554,-0.08,2,1240,39.974,-0.609,0.329,1,0,0,-0.226,0,1,1113,79.387,0.348,0.524,3,42,2.996,-0.353,0.621,5,231,7.493,-0.611,0.327,2,46,2.053,-1.027,0.104,1,129,8.083,0.613,0.802,4,149,5.073,-0.223,0.594,3,128,27.646,-0.688,0.226,1,84,6.457,-0.596,0.357,2,591400,2.398,0.974,5,0.297,0.775,0.769,0.303,0.464,0.545,0.22,0.836,0.853,0.36,0.457,0.585,1,5,4,2,2,3,2,5,4,3,3,3,2507754.671875,6431.21803304362
4432,48201,48201520700,9,4537,1607,454,10.007,0.95,0.843,4,147,9.147,-0.362,0.416,2,421,26.198,0.357,0.654,5,7,0.436,-0.666,0.269,2,9,0.416,-0.313,0.593,2,6,0.373,-0.806,0.168,1,133,7.644,-0.356,0.428,3,1026,23.717,0.377,-0.497,2,2326,51.267,-0.207,0.446,2,211,4.651,0.275,0.93,5,1079,62.011,-0.309,0.298,2,0,0,-0.596,0,1,308,7.006,-0.65,0.305,2,283,9.446,-0.501,0.401,2,81,3.595,-0.407,0.399,2,276,6.76,-0.031,0.667,3,94,29.56,-0.591,0.253,1,46,2.862,-0.906,0.198,2,556400,2.187,0.969,5,0.63,0.462,0.381,0.273,0.416,0.464,0.686,0.453,0.48,0.32,0.383,0.445,4,3,2,2,2,2,4,3,2,2,2,3,2621057.14453125,7475.49280781168
4433,48245,48245001302,118,3570,1262,468,13.109,1.85,0.957,5,213,16.878,0.585,0.747,4,160,12.678,-0.783,0.228,1,0,0,-0.782,0,1,0,0,-0.456,0,1,109,8.637,0.505,0.789,4,148,10.496,-0.052,0.575,2,1100,30.812,0.503,-0.211,3,2805,78.571,0.763,0.701,3,0,0,-0.226,0,1,1170,82.979,0.484,0.588,3,0,0,-0.596,0,1,850,23.81,0.719,0.795,4,306,15.201,-0.092,0.573,3,136,7.098,0.389,0.74,4,198,6.383,-0.074,0.654,4,252,52.391,0.565,0.717,4,156,12.361,-0.088,0.551,2,110900,-0.508,0.305,3,0.852,0.114,0.395,0.35,0.63,0.534,0.921,0.124,0.503,0.43,0.694,0.569,5,1,3,2,3,2,5,1,3,2,4,3,12225815.2109375,17555.4065592229
4434,48245,48245010800,118,5776,1947,586,10.145,0.99,0.851,5,144,7.396,-0.576,0.321,2,405,20.801,-0.098,0.485,2,31,1.592,-0.356,0.48,2,0,0,-0.456,0,1,16,0.822,-0.735,0.222,1,71,3.518,-0.796,0.192,1,1390,24.065,0.384,-0.483,2,1125,19.477,-1.338,0.105,1,0,0,-0.226,0,1,1829,90.634,0.774,0.735,4,18,0.892,-0.524,0.507,3,742,13.043,-0.159,0.543,3,377,10.966,-0.393,0.451,2,88,3.088,-0.523,0.333,2,81,1.561,-0.624,0.317,2,167,31.332,-0.502,0.287,2,112,5.752,-0.657,0.326,1,152700,-0.255,0.475,4,0.586,0.483,0.111,0.228,0.357,0.36,0.623,0.48,0.14,0.26,0.295,0.257,3,2,1,1,2,1,4,2,1,1,1,1,27239795.5,28725.0211369212
4435,48245,48245010901,118,2880,1236,113,3.924,-0.815,0.192,2,135,10.922,-0.144,0.507,3,364,29.45,0.631,0.747,4,8,0.647,-0.609,0.31,1,0,0,-0.456,0,1,66,5.34,-0.018,0.632,3,220,15.11,0.439,0.758,4,458,15.903,0.225,-0.812,2,252,8.75,-1.719,0.025,1,0,0,-0.226,0,1,1381,94.849,0.933,0.83,5,73,5.014,-0.19,0.667,4,118,4.114,-0.886,0.183,1,59,2.76,-0.976,0.14,1,57,3.626,-0.4,0.403,2,0,0,-0.802,0,1,71,31.004,-0.518,0.279,2,211,17.071,0.318,0.681,3,164500,-0.184,0.532,5,0.35,0.529,0.316,0.236,0.306,0.341,0.286,0.538,0.39,0.269,0.224,0.224,2,2,2,1,1,1,2,2,2,1,1,1,3656941.765625,10773.5872706788
4436,48245,48245010700,118,2828,1123,146,5.163,-0.456,0.341,2,107,9.528,-0.315,0.437,2,314,27.961,0.506,0.707,4,26,2.315,-0.162,0.581,3,0,0,-0.456,0,1,9,0.801,-0.738,0.219,1,217,16.194,0.555,0.79,4,395,13.967,0.187,-0.89,1,598,21.146,-1.278,0.122,1,0,0,-0.226,0,1,1307,97.537,1.035,0.907,5,0,0,-0.596,0,1,124,4.385,-0.864,0.193,1,163,7.529,-0.637,0.33,2,95,6.363,0.222,0.68,4,96,3.579,-0.394,0.508,3,25,19.38,-1.107,0.137,1,48,4.274,-0.784,0.265,1,124900,-0.423,0.372,4,0.389,0.644,0.11,0.16,0.446,0.354,0.337,0.682,0.139,0.181,0.429,0.246,2,4,1,1,2,1,2,3,1,1,2,1,4192565.34765625,9976.68398063967
4437,48201,48201454100,9,3719,1124,79,2.124,-1.337,0.073,1,245,21.797,1.188,0.875,4,181,16.103,-0.494,0.331,3,0,0,-0.782,0,1,10,0.545,-0.269,0.615,2,37,3.292,-0.343,0.486,3,35,3.02,-0.849,0.168,1,1751,47.083,0.726,0.446,3,3140,84.431,0.972,0.76,3,0,0,-0.226,0,1,1071,92.407,0.841,0.773,4,16,1.381,-0.484,0.542,4,126,3.414,-0.943,0.15,1,478,19.917,0.243,0.676,3,123,6.153,0.174,0.664,3,230,6.319,-0.081,0.651,3,317,61.315,1.017,0.865,5,120,10.676,-0.233,0.496,3,182100,-0.077,0.594,3,0.474,0.166,0.551,0.406,0.622,0.501,0.458,0.158,0.685,0.52,0.684,0.511,2,2,3,3,3,3,3,2,3,3,4,3,2313425.90234375,6501.42000630293
4438,48201,48201454200,9,4067,1097,115,2.828,-1.133,0.106,1,194,17.685,0.684,0.773,4,250,22.789,0.07,0.548,4,13,1.185,-0.465,0.415,3,13,0.658,-0.23,0.638,2,0,0,-0.865,0,1,138,11.174,0.02,0.604,4,474,11.658,0.146,-0.983,1,3464,85.173,0.998,0.767,3,1,0.025,-0.224,0.605,4,1209,97.895,1.049,0.917,5,0,0,-0.596,0,1,198,4.868,-0.825,0.212,2,501,20.626,0.294,0.688,3,268,11.932,1.489,0.928,5,425,10.754,0.425,0.77,3,84,56.757,0.786,0.797,4,48,4.376,-0.775,0.269,2,149200,-0.276,0.458,3,0.44,0.482,0.319,0.303,0.664,0.475,0.405,0.479,0.394,0.36,0.738,0.464,2,3,2,2,4,3,2,3,2,2,4,3,1945445.2890625,6702.52940416118
4439,48245,48245002400,118,2500,1083,218,8.72,0.577,0.75,4,26,2.401,-1.188,0.094,1,245,22.622,0.056,0.545,3,51,4.709,0.479,0.794,5,10,1.127,-0.069,0.706,4,44,4.063,-0.22,0.553,3,178,14.116,0.333,0.727,3,967,39.008,0.623,0.12,3,2331,93.24,1.285,0.869,5,21,0.84,-0.136,0.781,4,932,73.91,0.141,0.44,2,0,0,-0.596,0,1,525,21.008,0.49,0.744,3,384,23.386,0.49,0.735,4,124,12.217,1.554,0.933,5,94,4.119,-0.332,0.542,4,193,45.626,0.222,0.578,4,487,44.968,2.72,0.985,5,72500,-0.74,0.136,2,0.422,0.67,0.63,0.526,0.799,0.686,0.38,0.713,0.745,0.7,0.894,0.809,2,4,4,4,5,4,2,3,5,4,5,4,2030505.109375,6172.3730930869
4440,48245,48245000304,118,6436,2443,254,3.947,-0.809,0.194,2,386,15.8,0.453,0.712,4,501,20.508,-0.123,0.473,2,103,4.216,0.347,0.761,4,36,1.135,-0.066,0.707,4,43,1.76,-0.586,0.331,2,392,13.827,0.303,0.717,3,2042,31.792,0.52,-0.171,3,4222,65.6,0.302,0.585,3,13,0.202,-0.205,0.676,3,2474,87.266,0.646,0.665,3,225,7.937,0.047,0.716,5,924,14.357,-0.052,0.583,3,431,11.58,-0.349,0.472,2,66,1.999,-0.77,0.203,1,512,8.282,0.143,0.714,5,524,71.683,1.541,0.948,5,403,16.496,0.268,0.667,3,122200,-0.439,0.36,3,0.453,0.617,0.519,0.539,0.514,0.598,0.425,0.646,0.662,0.72,0.535,0.677,2,3,4,4,2,3,3,3,4,4,3,4,6893361.38671875,15156.1931278271
4441,48245,48245011500,118,2671,979,168,6.29,-0.129,0.488,3,140,14.3,0.27,0.655,3,308,31.461,0.801,0.797,4,30,3.064,0.038,0.663,3,0,0,-0.456,0,1,10,1.021,-0.703,0.247,1,99,9.184,-0.192,0.512,2,89,3.338,0.04,-1.319,1,325,12.168,-1.597,0.045,1,5,0.187,-0.206,0.67,3,592,54.917,-0.578,0.239,1,132,12.245,0.396,0.777,5,49,1.86,-1.07,0.077,1,216,12.35,-0.295,0.494,3,73,5.188,-0.045,0.576,3,74,2.956,-0.465,0.457,3,11,15.278,-1.314,0.102,1,222,22.676,0.801,0.801,3,172800,-0.133,0.564,5,0.572,0.73,0.124,0.143,0.582,0.467,0.603,0.784,0.155,0.164,0.628,0.449,3,4,1,1,3,2,4,4,1,1,3,2,267138799.234375,106513.704751943
4442,48245,48245007100,118,3986,1637,223,5.595,-0.33,0.401,2,244,14.905,0.344,0.678,4,388,23.702,0.147,0.581,3,28,1.71,-0.324,0.496,2,0,0,-0.456,0,1,74,4.52,-0.148,0.587,3,131,7.41,-0.381,0.415,1,1523,38.209,0.612,0.088,3,1695,42.524,-0.518,0.358,2,0,0,-0.226,0,1,1585,89.649,0.737,0.716,4,93,5.26,-0.17,0.672,4,732,18.736,0.305,0.697,3,466,17.868,0.098,0.636,3,109,7.181,0.408,0.745,4,150,3.986,-0.347,0.533,4,92,21.005,-1.024,0.15,1,303,18.509,0.442,0.717,3,81300,-0.687,0.17,2,0.54,0.539,0.294,0.421,0.658,0.548,0.557,0.553,0.357,0.544,0.73,0.591,3,2,2,3,4,3,3,2,2,3,4,3,20346259.7617188,26512.5291549875
4443,48245,48245000306,118,3651,1839,120,3.287,-1,0.134,1,83,4.513,-0.93,0.182,1,582,31.648,0.817,0.801,4,20,1.088,-0.491,0.397,2,0,0,-0.456,0,1,0,0,-0.865,0,1,218,10.598,-0.042,0.579,2,895,24.561,0.393,-0.463,2,859,23.528,-1.194,0.145,2,7,0.192,-0.206,0.672,3,1834,89.159,0.718,0.705,4,0,0,-0.596,0,1,64,1.76,-1.078,0.072,1,61,2.134,-1.021,0.108,1,41,2.055,-0.758,0.21,2,8,0.227,-0.776,0.119,1,127,29.882,-0.575,0.26,2,135,7.341,-0.52,0.39,1,245100,0.304,0.748,5,0.158,0.599,0,0.244,0.207,0.218,0.088,0.625,0,0.281,0.098,0.072,1,3,1,2,1,1,1,2,1,2,1,1,4079719.78125,9160.22498955349
4444,48201,48201521000,9,2673,842,283,10.587,1.119,0.876,5,206,24.466,1.515,0.919,5,142,16.865,-0.43,0.355,3,22,2.613,-0.083,0.614,4,28,2.595,0.436,0.841,4,86,10.214,0.755,0.83,4,11,1.29,-1.034,0.096,1,1927,72.091,0.895,1.455,4,2004,74.972,0.635,0.668,3,0,0,-0.226,0,1,749,87.808,0.667,0.676,3,6,0.703,-0.539,0.491,4,994,37.187,1.808,0.941,5,366,23.537,0.501,0.738,4,212,15.976,2.409,0.974,5,567,23.724,1.905,0.934,5,368,66.187,1.263,0.916,5,125,14.846,0.126,0.623,4,460800,1.608,0.95,5,0.898,0.485,0.836,0.618,0.817,0.815,0.954,0.482,0.902,0.825,0.913,0.951,5,4,4,4,5,5,5,3,5,4,5,5,1570275.859375,6800.78782191804
4445,48201,48201521100,9,2194,693,149,6.791,0.017,0.553,3,164,23.665,1.417,0.908,5,48,6.926,-1.268,0.097,1,8,1.154,-0.473,0.409,3,20,1.761,0.149,0.774,3,123,17.749,1.951,0.95,5,70,9.174,-0.193,0.512,3,1913,87.192,0.941,2.064,5,1950,88.879,1.13,0.81,4,0,0,-0.226,0,1,749,98.165,1.059,0.926,5,16,2.097,-0.426,0.587,5,867,39.517,1.998,0.954,5,519,43.467,1.918,0.94,5,45,3.731,-0.376,0.414,2,890,43.521,4.163,0.995,5,350,60.449,0.973,0.854,4,125,18.038,0.401,0.705,4,285500,0.548,0.817,4,0.731,0.253,0.862,0.836,0.764,0.756,0.805,0.222,0.916,0.976,0.859,0.897,4,2,5,5,4,5,4,2,5,5,5,5,796690.36328125,4284.72471018628
4446,48201,48201521300,9,5825,2283,330,5.665,-0.31,0.411,2,300,13.141,0.128,0.608,3,540,23.653,0.143,0.579,4,186,8.147,1.4,0.916,5,68,2.371,0.359,0.825,4,70,3.066,-0.379,0.465,3,166,6.778,-0.449,0.379,3,2344,40.275,0.642,0.171,3,4455,76.481,0.689,0.681,3,5,0.086,-0.217,0.619,4,2053,83.83,0.516,0.601,3,213,8.697,0.109,0.729,5,1282,22.009,0.572,0.766,4,1126,26.989,0.746,0.791,4,96,3.073,-0.526,0.331,2,1099,20,1.48,0.903,4,568,75.733,1.747,0.964,5,324,14.192,0.07,0.606,4,209600,0.089,0.67,4,0.51,0.748,0.645,0.564,0.658,0.711,0.511,0.804,0.756,0.756,0.73,0.842,3,5,3,4,4,4,3,5,4,4,4,5,3945074.38671875,8679.55116213751
4447,48201,48201521600,9,3339,943,148,4.432,-0.668,0.246,2,67,7.105,-0.612,0.305,2,134,14.21,-0.654,0.272,2,8,0.848,-0.555,0.351,3,0,0,-0.456,0,1,12,1.273,-0.663,0.277,2,84,8.179,-0.299,0.459,3,799,23.929,0.382,-0.488,2,2918,87.391,1.077,0.79,4,0,0,-0.226,0,1,586,57.059,-0.496,0.254,2,23,2.24,-0.414,0.593,5,476,14.256,-0.06,0.58,3,777,38.126,1.538,0.905,5,109,6.687,0.296,0.708,4,481,15.074,0.918,0.845,4,67,30.317,-0.553,0.268,1,256,27.147,1.186,0.868,5,131300,-0.384,0.395,2,0.276,0.312,0.139,0.313,0.832,0.39,0.199,0.275,0.174,0.376,0.926,0.309,1,2,1,2,5,2,1,2,1,3,5,2,8909144.92578125,14029.5784356726
4448,48201,48201454600,9,4985,2268,76,1.525,-1.511,0.048,1,303,13.36,0.154,0.617,3,348,15.344,-0.558,0.307,3,45,1.984,-0.251,0.534,3,48,1.952,0.215,0.792,3,217,9.568,0.653,0.816,4,134,5.579,-0.577,0.309,2,3719,74.604,0.906,1.556,5,2363,47.402,-0.345,0.406,2,0,0,-0.226,0,1,1259,52.415,-0.672,0.221,2,0,0,-0.596,0,1,338,6.78,-0.669,0.294,2,220,6.022,-0.744,0.269,2,0,0,-1.225,0,1,198,4.033,-0.342,0.536,2,928,52.757,0.583,0.723,4,174,7.672,-0.492,0.401,3,265000,0.424,0.781,4,0.333,0.421,0.804,0.398,0.302,0.455,0.265,0.404,0.878,0.507,0.22,0.427,2,3,4,3,1,2,2,3,5,3,2,3,4588328.0078125,10019.1534674916
4449,48201,48201454700,9,6980,2325,589,8.438,0.495,0.725,4,170,7.312,-0.587,0.316,2,562,24.172,0.186,0.599,4,11,0.473,-0.656,0.277,2,66,1.97,0.221,0.794,3,22,0.946,-0.715,0.237,2,81,3.367,-0.812,0.184,1,652,9.341,0.11,-1.077,1,2726,39.054,-0.642,0.315,1,0,0,-0.226,0,1,2386,99.169,1.097,0.958,5,0,0,-0.596,0,1,507,7.264,-0.629,0.316,2,228,4.907,-0.824,0.228,2,177,4.964,-0.096,0.55,3,147,2.3,-0.54,0.395,2,142,52.015,0.546,0.71,4,24,1.032,-1.063,0.108,1,320100,0.758,0.855,5,0.521,0.438,0.516,0.099,0.32,0.396,0.531,0.425,0.66,0.124,0.242,0.321,3,3,3,1,2,2,3,3,3,1,2,2,4650555.8671875,8722.92899000594
4450,48375,48375013300,7,5222,2078,200,3.83,-0.842,0.183,2,62,2.984,-1.117,0.113,1,624,30.029,0.68,0.762,5,19,0.914,-0.537,0.363,1,0,0,-0.456,0,1,42,2.021,-0.544,0.364,1,33,1.563,-1.004,0.107,1,644,12.471,0.16,-0.951,1,687,13.156,-1.562,0.052,1,58,1.111,-0.107,0.798,4,1392,65.94,-0.16,0.335,1,17,0.805,-0.531,0.5,2,108,2.091,-1.051,0.088,1,139,3.777,-0.904,0.185,1,24,0.951,-1.009,0.097,1,32,0.637,-0.729,0.187,1,76,28.358,-0.652,0.236,1,85,4.09,-0.8,0.26,1,272900,0.472,0.794,5,0.148,0.563,0.182,0.133,0.182,0.222,0.08,0.58,0.225,0.153,0.074,0.075,1,3,1,1,1,1,1,3,1,1,1,1,36694593.8398438,25871.682081119
